"Entidad","Periodo","Valor"
"Personas Naturales","2019-07-31",71585.4183655
"Proveedores de Infraestructura","2019-07-31",391455.3207278
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2019-08-31",202249.2554088
"Banco de la Republica","2019-08-31",12552029.1806453
"Bancos Comerciales","2019-08-31",53955144.249493
"Carteras Colectivas y Fondos Administrados","2019-08-31",6029068.4788969
"Comisionistas de Bolsa","2019-08-31",305664.3460945
"Compañias de Financiamiento Comercial","2019-08-31",27381.5935
"Compañias de Seguros y Capitalizacion","2019-08-31",16565700.3380278
"Cooperativas Grado Super. Caracter Finan","2019-08-31",6500
"Corporaciones Financieras","2019-08-31",1649254.8527703
"Entidades Publicas","2019-08-31",3273518.129525
"Entidades sin Animo de Lucro","2019-08-31",87920.678425
"Fiducia Publica","2019-08-31",32447959.1618744
"Fondos de Capital Extranjero","2019-08-31",77942891.8654652
"Fondos de Pensiones y Cesantias","2019-08-31",91609332.3999435
"Fondos de Prima Media","2019-08-31",3444597.3048285
"Instituciones Oficiales Especiales","2019-08-31",11712169.4698956
"Ministerio de Hacienda y CP","2019-08-31",10228055.3895415
"Otros Fondos","2019-08-31",19164.1067571
"Personas Juridicas","2019-08-31",530946.00982619
"Personas Naturales","2019-08-31",65046.8631285
"Proveedores de Infraestructura","2019-08-31",391664.9939006
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2019-09-30",315919.1353
"Banco de la Republica","2019-09-30",12549786.9864139
"Bancos Comerciales","2019-09-30",48022140.6122542
"Carteras Colectivas y Fondos Administrados","2019-09-30",5793479.9342402
"Comisionistas de Bolsa","2019-09-30",249724.7689658
"Compañias de Financiamiento Comercial","2019-09-30",26426.5034
"Compañias de Seguros y Capitalizacion","2019-09-30",16534203.8717372
"Cooperativas Grado Super. Caracter Finan","2019-09-30",10000
"Corporaciones Financieras","2019-09-30",1556363.7340814
"Entidades Publicas","2019-09-30",2405677.12925
"Entidades sin Animo de Lucro","2019-09-30",95101.79464
"Fiducia Publica","2019-09-30",32029538.0231458
"Fondos de Capital Extranjero","2019-09-30",78781811.1159242
"Fondos de Pensiones y Cesantias","2019-09-30",91859047.175661
"Fondos de Prima Media","2019-09-30",3463344.349033
"Instituciones Oficiales Especiales","2019-09-30",11061695.2701868
"Ministerio de Hacienda y CP","2019-09-30",8245236.0084376
"Otros Fondos","2019-09-30",21658.4180986
"Personas Juridicas","2019-09-30",568935.57465709
"Personas Naturales","2019-09-30",67597.9629042
"Proveedores de Infraestructura","2019-09-30",367162.1356028
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2019-10-31",281694.60895
"Banco de la Republica","2019-10-31",13907711.9307641
"Bancos Comerciales","2019-10-31",46881136.8314192
"Carteras Colectivas y Fondos Administrados","2019-10-31",4845026.7200485
"Comisionistas de Bolsa","2019-10-31",299495.9497987
"Compañias de Financiamiento Comercial","2019-10-31",45554.8291868
"Compañias de Seguros y Capitalizacion","2019-10-31",16503818.9344022
"Cooperativas Grado Super. Caracter Finan","2019-10-31",14000
"Corporaciones Financieras","2019-10-31",1898652.5452589
"Entidades Publicas","2019-10-31",3136956.9822673
"Entidades sin Animo de Lucro","2019-10-31",93434.242069
"Fiducia Publica","2019-10-31",32062600.3023628
"Fondos de Capital Extranjero","2019-10-31",78164808.2925024
"Fondos de Pensiones y Cesantias","2019-10-31",93940147.961181
"Fondos de Prima Media","2019-10-31",3489851.389333
"Instituciones Oficiales Especiales","2019-10-31",11706125.4521762
"Ministerio de Hacienda y CP","2019-10-31",7777271.2409577
"Otros Fondos","2019-10-31",20335.2225942
"Personas Juridicas","2019-10-31",566132.91821509
"Personas Naturales","2019-10-31",65395.0290695
"Proveedores de Infraestructura","2019-10-31",364803.2937782
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2019-11-30",307104.5143
"Banco de la Republica","2019-11-30",13911850.4432643
"Bancos Comerciales","2019-11-30",48612393.7685536
"Carteras Colectivas y Fondos Administrados","2019-11-30",4459482.0463938
"Comisionistas de Bolsa","2019-11-30",311216.8263496
"Compañias de Financiamiento Comercial","2019-11-30",28643.936751
"Compañias de Seguros y Capitalizacion","2019-11-30",16338736.281338
"Cooperativas Grado Super. Caracter Finan","2019-11-30",24000
"Corporaciones Financieras","2019-11-30",1895232.1853338
"Entidades Publicas","2019-11-30",3115155.2173054
"Entidades sin Animo de Lucro","2019-11-30",83965.003822
"Fiducia Publica","2019-11-30",31886533.1997392
"Fondos de Capital Extranjero","2019-11-30",78235940.3284318
"Fondos de Pensiones y Cesantias","2019-11-30",94692415.2567518
"Fondos de Prima Media","2019-11-30",3492167.857734
"Instituciones Oficiales Especiales","2019-11-30",11015229.4806702
"Ministerio de Hacienda y CP","2019-11-30",9740948.7532338
"Otros Fondos","2019-11-30",20841.5881716
"Personas Juridicas","2019-11-30",620967.75969749
"Personas Naturales","2019-11-30",70290.086761
"Proveedores de Infraestructura","2019-11-30",367718.4530036
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2019-12-31",223673.7174
"Banco de la Republica","2019-12-31",13710293.8108575
"Bancos Comerciales","2019-12-31",47554946.1202364
"Carteras Colectivas y Fondos Administrados","2019-12-31",5178727.1311592
"Comisionistas de Bolsa","2019-12-31",290740.1640792
"Compañias de Financiamiento Comercial","2019-12-31",27211.4848
"Compañias de Seguros y Capitalizacion","2019-12-31",15993892.6545736
"Cooperativas Grado Super. Caracter Finan","2019-12-31",26000
"Corporaciones Financieras","2019-12-31",1051673.6195992
"Entidades Publicas","2019-12-31",2561723.7613772
"Entidades sin Animo de Lucro","2019-12-31",110019.153436
"Fiducia Publica","2019-12-31",31822805.2514656
"Fondos de Capital Extranjero","2019-12-31",76372592.0236776
"Fondos de Pensiones y Cesantias","2019-12-31",95297195.6400828
"Fondos de Prima Media","2019-12-31",3561175.8577812
"Instituciones Oficiales Especiales","2019-12-31",11087761.0847282
"Ministerio de Hacienda y CP","2019-12-31",6387972.9534552
"Otros Fondos","2019-12-31",23186.48404
"Personas Juridicas","2019-12-31",650068.43367529
"Personas Naturales","2019-12-31",77601.1981076
"Proveedores de Infraestructura","2019-12-31",377832.3139848
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-01-31",229439.4985
"Banco de la Republica","2020-01-31",14883779.3216275
"Bancos Comerciales","2020-01-31",47176954.5498976
"Carteras Colectivas y Fondos Administrados","2020-01-31",5263212.0192564
"Comisionistas de Bolsa","2020-01-31",290636.5755178
"Compañias de Financiamiento Comercial","2020-01-31",24277.537
"Compañias de Seguros y Capitalizacion","2020-01-31",16152381.082423
"Cooperativas Grado Super. Caracter Finan","2020-01-31",18000
"Corporaciones Financieras","2020-01-31",1351536.2514092
"Entidades Publicas","2020-01-31",2576663.4185554
"Entidades sin Animo de Lucro","2020-01-31",93100.8918
"Fiducia Publica","2020-01-31",31586450.5924404
"Fondos de Capital Extranjero","2020-01-31",77787616.927016
"Fondos de Pensiones y Cesantias","2020-01-31",96610179.465457
"Fondos de Prima Media","2020-01-31",3507653.8043334
"Instituciones Oficiales Especiales","2020-01-31",10756256.1567229
"Ministerio de Hacienda y CP","2020-01-31",8410932.904722
"Otros Fondos","2020-01-31",21397.0925
"Personas Juridicas","2020-01-31",682690.23959809
"Personas Naturales","2020-01-31",68661.6269582
"Proveedores de Infraestructura","2020-01-31",376990.4649036
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-02-29",304231.7636
"Banco de la Republica","2020-02-29",15566031.9434775
"Bancos Comerciales","2020-02-29",50192811.0829096
"Carteras Colectivas y Fondos Administrados","2020-02-29",5521559.1433824
"Comisionistas de Bolsa","2020-02-29",398797.4922272
"Compañias de Financiamiento Comercial","2020-02-29",22796.3671592
"Compañias de Seguros y Capitalizacion","2020-02-29",16253129.050468
"Cooperativas Grado Super. Caracter Finan","2020-02-29",5500
"Corporaciones Financieras","2020-02-29",1585187.5651512
"Entidades Publicas","2020-02-29",2584153.4248664
"Entidades sin Animo de Lucro","2020-02-29",113535.8524
"Fiducia Publica","2020-02-29",31630726.8218864
"Fondos de Capital Extranjero","2020-02-29",76684386.4816176
"Fondos de Pensiones y Cesantias","2020-02-29",98233408.9536672
"Fondos de Prima Media","2020-02-29",3421041.2047944
"Instituciones Oficiales Especiales","2020-02-29",11298942.5589981
"Ministerio de Hacienda y CP","2020-02-29",8718458.2275376
"Otros Fondos","2020-02-29",20608.23
"Personas Juridicas","2020-02-29",607199.69431609
"Personas Naturales","2020-02-29",73770.1128712
"Proveedores de Infraestructura","2020-02-29",381040.3973776
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-03-31",320678.8056
"Banco de la Republica","2020-03-31",17494837.3996775
"Bancos Comerciales","2020-03-31",53437043.6704144
"Carteras Colectivas y Fondos Administrados","2020-03-31",4204588.6128384
"Comisionistas de Bolsa","2020-03-31",298246.4133456
"Compañias de Financiamiento Comercial","2020-03-31",20521.5
"Compañias de Seguros y Capitalizacion","2020-03-31",16499227.1304272
"Cooperativas Grado Super. Caracter Finan","2020-03-31",20000
"Corporaciones Financieras","2020-03-31",2100070.9984016
"Entidades Publicas","2020-03-31",2580810.8590384
"Entidades sin Animo de Lucro","2020-03-31",109851.214736
"Fiducia Publica","2020-03-31",31860073.0166336
"Fondos de Capital Extranjero","2020-03-31",73952741.3789904
"Fondos de Pensiones y Cesantias","2020-03-31",94918218.6319936
"Fondos de Prima Media","2020-03-31",3443178.2626064
"Instituciones Oficiales Especiales","2020-03-31",11450091.3105331
"Ministerio de Hacienda y CP","2020-03-31",8550988.2591088
"Otros Fondos","2020-03-31",21306.4888
"Personas Juridicas","2020-03-31",786131.98486809
"Personas Naturales","2020-03-31",75545.7140336
"Proveedores de Infraestructura","2020-03-31",377530.6588256
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-04-30",265414.973
"Banco de la Republica","2020-04-30",18285791.0454575
"Bancos Comerciales","2020-04-30",57136730.828548
"Carteras Colectivas y Fondos Administrados","2020-04-30",4693231.4369032
"Comisionistas de Bolsa","2020-04-30",403931.9334032
"Compañias de Financiamiento Comercial","2020-04-30",18521.5
"Compañias de Seguros y Capitalizacion","2020-04-30",16691357.4045396
"Cooperativas Grado Super. Caracter Finan","2020-04-30",18500
"Corporaciones Financieras","2020-04-30",2314397.7014844
"Entidades Publicas","2020-04-30",2549595.0726412
"Entidades sin Animo de Lucro","2020-04-30",103109.645248
"Fiducia Publica","2020-04-30",31606404.8786548
"Fondos de Capital Extranjero","2020-04-30",73152583.781858
"Fondos de Pensiones y Cesantias","2020-04-30",95334722.3988484
"Fondos de Prima Media","2020-04-30",3404434.0867252
"Instituciones Oficiales Especiales","2020-04-30",11899560.6338924
"Ministerio de Hacienda y CP","2020-04-30",6965437.8602832
"Otros Fondos","2020-04-30",22003.720944
"Personas Juridicas","2020-04-30",759516.10946009
"Personas Naturales","2020-04-30",77481.0948796
"Proveedores de Infraestructura","2020-04-30",364564.0581608
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-05-31",217814.06625
"Banco de la Republica","2020-05-31",18181684.4720995
"Bancos Comerciales","2020-05-31",54799237.90233
"Carteras Colectivas y Fondos Administrados","2020-05-31",5256694.355001
"Comisionistas de Bolsa","2020-05-31",394590.790255
"Compañias de Financiamiento Comercial","2020-05-31",18521.5
"Compañias de Seguros y Capitalizacion","2020-05-31",16946854.044659
"Cooperativas Grado Super. Caracter Finan","2020-05-31",14500
"Corporaciones Financieras","2020-05-31",2009851.690283
"Entidades Publicas","2020-05-31",2556060.9732285
"Entidades sin Animo de Lucro","2020-05-31",78364.57725
"Fiducia Publica","2020-05-31",31385184.999209
"Fondos de Capital Extranjero","2020-05-31",74515492.905992
"Fondos de Pensiones y Cesantias","2020-05-31",98180703.6913835
"Fondos de Prima Media","2020-05-31",3405813.2398735
"Instituciones Oficiales Especiales","2020-05-31",12411841.8017011
"Ministerio de Hacienda y CP","2020-05-31",8594124.564717
"Otros Fondos","2020-05-31",21635.07669
"Personas Juridicas","2020-05-31",685019.73406749
"Personas Naturales","2020-05-31",69102.5790655
"Proveedores de Infraestructura","2020-05-31",456755.453319
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-06-30",223193.19925
"Banco de la Republica","2020-06-30",18179817.2869365
"Bancos Comerciales","2020-06-30",52763148.0881805
"Carteras Colectivas y Fondos Administrados","2020-06-30",5730565.396277
"Comisionistas de Bolsa","2020-06-30",516113.3458595
"Compañias de Financiamiento Comercial","2020-06-30",22443.5
"Compañias de Seguros y Capitalizacion","2020-06-30",17122663.707293
"Cooperativas Grado Super. Caracter Finan","2020-06-30",6500
"Corporaciones Financieras","2020-06-30",1829232.7325835
"Entidades Publicas","2020-06-30",2289528.4749195
"Entidades sin Animo de Lucro","2020-06-30",53810.76075
"Fiducia Publica","2020-06-30",31415279.008893
"Fondos de Capital Extranjero","2020-06-30",74767664.8934395
"Fondos de Pensiones y Cesantias","2020-06-30",99279935.168567
"Fondos de Prima Media","2020-06-30",3434810.6023345
"Instituciones Oficiales Especiales","2020-06-30",11987862.5530069
"Ministerio de Hacienda y CP","2020-06-30",8137880.523123
"Otros Fondos","2020-06-30",24402.92313
"Personas Juridicas","2020-06-30",602982.31498049
"Personas Naturales","2020-06-30",70171.5120185
"Proveedores de Infraestructura","2020-06-30",419407.070613
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-07-31",277369.38595
"Banco de la Republica","2020-07-31",18171800.6212061
"Bancos Comerciales","2020-07-31",50621161.0684821
"Carteras Colectivas y Fondos Administrados","2020-07-31",6924622.2173348
"Comisionistas de Bolsa","2020-07-31",421404.0921968
"Compañias de Financiamiento Comercial","2020-07-31",18000
"Compañias de Seguros y Capitalizacion","2020-07-31",17094449.2893829
"Cooperativas Grado Super. Caracter Finan","2020-07-31",6000
"Corporaciones Financieras","2020-07-31",1969609.4203835
"Entidades Publicas","2020-07-31",1889707.8657723
"Entidades sin Animo de Lucro","2020-07-31",46519.5631
"Fiducia Publica","2020-07-31",31891393.8014476
"Fondos de Capital Extranjero","2020-07-31",74805831.7625371
"Fondos de Pensiones y Cesantias","2020-07-31",100207467.361573
"Fondos de Prima Media","2020-07-31",3393811.2775033
"Instituciones Oficiales Especiales","2020-07-31",12299955.688002
"Ministerio de Hacienda y CP","2020-07-31",8697262.8241266
"Otros Fondos","2020-07-31",21832.41485
"Personas Juridicas","2020-07-31",631213.9507352
"Personas Naturales","2020-07-31",56711.3350959
"Proveedores de Infraestructura","2020-07-31",373605.3640482
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-08-31",304891.835
"Banco de la Republica","2020-08-31",18167672.42973
"Bancos Comerciales","2020-08-31",49175221.13864
"Carteras Colectivas y Fondos Administrados","2020-08-31",7903124.36054
"Comisionistas de Bolsa","2020-08-31",382880.55337
"Compañias de Financiamiento Comercial","2020-08-31",18000
"Compañias de Seguros y Capitalizacion","2020-08-31",17200265.51297
"Cooperativas Grado Super. Caracter Finan","2020-08-31",10000
"Corporaciones Financieras","2020-08-31",1949915.37462
"Entidades Publicas","2020-08-31",1509462.33139
"Entidades sin Animo de Lucro","2020-08-31",66025.825
"Fiducia Publica","2020-08-31",32422410.57078
"Fondos de Capital Extranjero","2020-08-31",76720894.61676
"Fondos de Pensiones y Cesantias","2020-08-31",102997223.69672
"Fondos de Prima Media","2020-08-31",3385508.37969
"Instituciones Oficiales Especiales","2020-08-31",12425544.7948246
"Ministerio de Hacienda y CP","2020-08-31",8718295.17655
"Otros Fondos","2020-08-31",24426.5785
"Personas Juridicas","2020-08-31",695210.25836
"Personas Naturales","2020-08-31",83852.31387
"Proveedores de Infraestructura","2020-08-31",382588.15426
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2020-09-30",342342.52595
"Banco de la Republica","2020-09-30",18167560.7247661
"Bancos Comerciales","2020-09-30",48401284.5806023
"Carteras Colectivas y Fondos Administrados","2020-09-30",8206153.8067278
"Comisionistas de Bolsa","2020-09-30",535363.3061545
"Compañias de Financiamiento Comercial","2020-09-30",26049.1526
